ADDRESS,POINTS
253 SMITH ST NW,-5572.591 3213.204|-5568.103 3213.160|-5563.629 3212.993|-5559.155 3212.704|-5554.688 3212.270|-5541.819 3210.847|-5533.521 3210.180|-5525.195 3209.991|-5523.699 3210.013|-5516.171 3210.280|-5508.670 3210.969|-5501.225 3212.103|-5493.850 3213.660|-5486.580 3215.651|-5479.443 3218.052|-5472.452 3220.866|-5465.636 3224.079|-5464.357 3224.902|-5463.267 3225.969|-5462.421 3227.237|-5461.841 3228.649|-5461.561 3230.150|-5461.589 3231.674|-5461.931 3233.164|-5462.561 3234.554|-5482.728 3268.991|-5521.015 3334.318|-5522.832 3337.420|-5542.811 3325.667|-5545.628 3324.010|-5573.024 3307.898|-5576.785 3307.898|-5606.432 3307.831|-5606.467 3304.240|-5606.557 3290.930|-5606.753 3263.309|-5577.372 3213.171
316 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
318 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
320 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
315 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
313 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
311 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
309 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
307 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
305 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
303 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
301 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
402 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
404 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
406 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
408 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
410 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
412 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
414 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
416 4160 NORFORD AV NW,-5339.465 3583.839|-5339.591 3584.117|-5344.890 3595.648|-5355.550 3618.832|-5356.068 3619.777|-5356.711 3620.634|-5357.466 3621.390|-5358.326 3622.024|-5359.269 3622.535|-5360.276 3622.902|-5361.324 3623.124|-5362.394 3623.191|-5363.373 3623.124|-5364.337 3622.924|-5365.267 3622.602|-5366.148 3622.157|-5377.067 3615.697|-5386.735 3609.970|-5420.646 3589.910|-5454.563 3569.840|-5463.420 3564.602|-5474.808 3557.864|-5475.989 3556.997|-5476.982 3555.918|-5477.744 3554.662|-5478.247 3553.283|-5478.471 3551.837|-5478.408 3550.370|-5478.065 3548.935|-5477.450 3547.612|-5461.820 3521.059|-5459.883 3517.767|-5442.463 3488.167|-5441.911 3487.355|-5441.261 3486.621|-5440.520 3485.988|-5439.702 3485.454|-5438.821 3485.020|-5437.891 3484.720|-5436.926 3484.531|-5435.948 3484.475|-5434.976 3484.553|-5434.018 3484.753|-5433.096 3485.076|-5432.222 3485.521|-5415.410 3495.450|-5340.751 3539.572|-5331.182 3545.054|-5329.672 3545.888|-5328.246 3546.911|-5327.092 3548.235|-5326.400 3549.513|-5325.967 3550.892|-5325.806 3552.082|-5325.841 3553.283|-5326.064 3554.461|-5326.477 3555.596|-5330.441 3564.224|-5333.453 3570.774|-5336.781 3578.001
